ID,TS_NS,LAT_NS
6690,1771565294404610603,4384
6691,1771565294404702848,68221
6692,1771565294404707570,4633
6693,1771565294404708627,981
6694,1771565294404769906,41735
6695,1771565294404771101,1091
6696,1771565294404789774,4346
6697,1771565294404878094,64455
6698,1771565294404879370,1173
6699,1771565294404883615,4181
6700,1771565294404903014,4291
6701,1771565294404995677,67942
6702,1771565294405000360,4594
6703,1771565294405001410,977
6704,1771565294405017675,4314
6705,1771565294405104342,63009
6706,1771565294405105744,1281
6707,1771565294405106634,828
6708,1771565294405163743,37116
6709,1771565294405168271,4427
6710,1771565294405187184,4289
6711,1771565294405283988,72490
6712,1771565294405285521,1435
6713,1771565294405290491,4338
6714,1771565294405364295,48392
6715,1771565294405368959,4573
6716,1771565294405392420,4606
6717,1771565294405487067,69997
6718,1771565294405488486,1326
6719,1771565294405493023,4479
6720,1771565294405509568,4255
6721,1771565294405599426,63936
6722,1771565294405600837,1314
6723,1771565294405605340,4439
6724,1771565294405630302,4561
6725,1771565294405726247,70806
6726,1771565294405731176,4813
6727,1771565294405732290,1035
6728,1771565294405749298,4450
6729,1771565294405837657,63470
6730,1771565294405839145,1386
6731,1771565294405844252,4401
6732,1771565294405916158,46398
6733,1771565294405920831,4572
6734,1771565294405933529,4517
6735,1771565294406018435,59438
6736,1771565294406019818,1288
6737,1771565294406020756,880
6738,1771565294406097666,50045
6739,1771565294406098928,1153
6740,1771565294406113238,7223
6741,1771565294406188565,53228
6742,1771565294406189918,1244
6743,1771565294406207626,4626
6744,1771565294406301927,68327
6745,1771565294406303462,1435
6746,1771565294406308124,4597
6747,1771565294406334353,4774
6748,1771565294406477513,117293
6749,1771565294406479515,1862
6750,1771565294406484750,5163
6751,1771565294406569301,74119
6752,1771565294406570802,1411
6753,1771565294406575711,4849
6754,1771565294406592465,4817
6755,1771565294406623102,4775
6756,1771565294406694538,45578
6757,1771565294406699767,5130
6758,1771565294406786184,75009
6759,1771565294406791297,5017
6760,1771565294406792445,1061
6761,1771565294406807963,4814
6762,1771565294406838536,4675
6763,1771565294406910375,45939
6764,1771565294406911808,1332
6765,1771565294406931304,5203
6766,1771565294407021436,63725
6767,1771565294407022866,1330
6768,1771565294407028019,5092
6769,1771565294407108788,51533
6770,1771565294407110201,1313
6771,1771565294407134698,5086
6772,1771565294407232143,70462
6773,1771565294407233641,1397
6774,1771565294407234659,958
6775,1771565294407261315,7356
6776,1771565294407358602,73078
6777,1771565294407359962,1265
6778,1771565294407364415,4395
6779,1771565294407384340,4759
6780,1771565294407471614,62654
6781,1771565294407476453,4740
6782,1771565294407477518,983
6783,1771565294407536147,37800
6784,1771565294407537569,1331
6785,1771565294407561902,4770
6786,1771565294407655774,69242
6787,1771565294407657158,1284
6788,1771565294407661701,4477
6789,1771565294407900308,217545
6790,1771565294407901933,1517
6791,1771565294407902808,817
6792,1771565294407907299,4433
6793,1771565294407908266,892
6794,1771565294407916008,7684
6795,1771565294407917002,908
6796,1771565294407918419,1359
6797,1771565294407989688,49227
6798,1771565294407994493,4724
6799,1771565294408110460,76025
6800,1771565294408111802,1262
6801,1771565294408129950,4588
6802,1771565294408246891,77078
6803,1771565294408248254,1264
6804,1771565294408334036,75249
6805,1771565294408339336,5206
6806,1771565294408349805,4735
6807,1771565294408450498,47778
6808,1771565294408454992,4417
6809,1771565294408545943,59290
6810,1771565294408550558,4511
6811,1771565294408574459,4377
6812,1771565294408688055,75432
6813,1771565294408692741,4582
6814,1771565294408698407,3878
6815,1771565294408810215,73640
6816,1771565294408811559,1249
6817,1771565294408827650,4524
6818,1771565294408938040,74321
6819,1771565294408939398,1264
6820,1771565294408951163,4880
6821,1771565294409059439,73226
6822,1771565294409064267,4736
6823,1771565294409073893,4183
6824,1771565294409183081,72608
6825,1771565294409187784,4591
6826,1771565294409207055,4311
6827,1771565294409332761,77099
6828,1771565294409337419,4537
6829,1771565294409346058,4229
6830,1771565294409457592,74933
6831,1771565294409459053,1323
6832,1771565294409475273,4287
6833,1771565294409583702,72348
6834,1771565294409585467,1659
6835,1771565294409598945,4455
6836,1771565294409754150,121096
6837,1771565294409756147,1835
6838,1771565294410442224,86633
6839,1771565294410443941,1596
6840,1771565294410455161,5008
6841,1771565294410569841,78186
6842,1771565294410571449,1517
6843,1771565294410582838,6141
6844,1771565294410695094,77318
6845,1771565294410700511,5313
6846,1771565294410701590,994
6847,1771565294410818998,76743
6848,1771565294410826017,6912
6849,1771565294410827197,1105
6850,1771565294410944880,79908
6851,1771565294410946377,1396
6852,1771565294410953712,4692
6853,1771565294411070260,79052
6854,1771565294411071830,1478
6855,1771565294411080596,5088
6856,1771565294411188214,72807
6857,1771565294411193341,5036
6858,1771565294411201698,4269
6859,1771565294411319897,80045
6860,1771565294411321536,1542
6861,1771565294411328501,4721
6862,1771565294411439142,74746
6863,1771565294411440657,1411
6864,1771565294411458688,6457
6865,1771565294411587026,92994
6866,1771565294411592420,5301
6867,1771565294411593550,1049
6868,1771565294411692189,66260
6869,1771565294411693724,1431
6870,1771565294411718401,5795
6871,1771565294411837203,81059
6872,1771565294411842480,5180
6873,1771565294411843547,985
6874,1771565294411961061,78198
6875,1771565294411968141,6988
6876,1771565294411976268,5013
6877,1771565294412118034,105360
6878,1771565294412120722,2568
6879,1771565294412122518,1550
6880,1771565294412157985,10207
6881,1771565294412288817,95820
6882,1771565294412290994,2077
6883,1771565294412295919,4855
6884,1771565294412418461,83484
6885,1771565294412420558,1990
6886,1771565294412428545,5080
6887,1771565294412548767,78906
6888,1771565294412559169,10250
6889,1771565294412592588,21671
6890,1771565294412709234,90903
6891,1771565294412712027,2629
6892,1771565294412725364,13232
6893,1771565294412766045,11701
6894,1771565294412881075,81653
6895,1771565294412887193,6013
6896,1771565294412895906,5501
6897,1771565294413004976,69268
6898,1771565294413010420,5336
6899,1771565294413048909,22350
6900,1771565294413179591,81835
6901,1771565294413181634,1894
6902,1771565294413192592,5259
6903,1771565294413320587,87818
6904,1771565294413322325,1589
6905,1771565294413329957,6354
6906,1771565294413437565,68631
6907,1771565294413439146,1453
6908,1771565294413465739,5437
6909,1771565294413583179,78621
6910,1771565294413589107,5829
6911,1771565294413603022,5768
6912,1771565294413716619,74545
6913,1771565294413718278,1548
6914,1771565294413738771,5432
6915,1771565294413853515,75542
6916,1771565294413859007,5390
6917,1771565294413946112,76495
6918,1771565294413947835,1618
6919,1771565294414037293,78253
6920,1771565294414043464,6062
6921,1771565294414058258,8714
6922,1771565294414102007,5617
6923,1771565294414148239,5575
6924,1771565294414265829,78388
6925,1771565294414267539,1610
6926,1771565294414282324,5241
6927,1771565294414394738,75463
6928,1771565294414396453,1634
6929,1771565294414417952,6978
6930,1771565294414531493,76658
6931,1771565294414533231,1639
6932,1771565294414621531,76400
6933,1771565294414623150,1537
6934,1771565294414643712,6229
6935,1771565294414685032,5362
6936,1771565294414801433,76214
6937,1771565294414804114,2601
6938,1771565294414821452,5584
6939,1771565294414937942,75629
6940,1771565294414939688,1665
6941,1771565294414958619,5640
6942,1771565294415072650,75509
6943,1771565294415074428,1701
6944,1771565294415092039,5253
6945,1771565294415207818,74833
6946,1771565294415209465,1570
6947,1771565294415231242,5519
6948,1771565294415345508,74373
6949,1771565294415347078,1497
6950,1771565294415368305,6523
6951,1771565294415481352,73227
6952,1771565294415487247,5815
6953,1771565294415576372,77865
6954,1771565294415578106,1650
6955,1771565294415663401,75173
6956,1771565294415665197,1717
6957,1771565294415685684,7325
6958,1771565294415728708,5122
6959,1771565294415775091,5217
6960,1771565294415904582,92422
6961,1771565294415910466,5804
6962,1771565294415911668,1119
6963,1771565294416009098,61522
6964,1771565294416010739,1561
6965,1771565294416103393,64839
6966,1771565294416108974,5482
6967,1771565294416134675,6055
6968,1771565294416262146,86967
6969,1771565294416263910,1644
6970,1771565294416273471,5522
6971,1771565294416433925,119821
6972,1771565294416436295,2208
6973,1771565294416437418,1054
6974,1771565294416550899,71630
6975,1771565294416552556,1543
6976,1771565294416578275,5713
6977,1771565294416693672,81577
6978,1771565294416695322,1537
6979,1771565294416710998,5709
6980,1771565294416827482,78209
6981,1771565294416829264,1665
6982,1771565294416848083,6933
6983,1771565294416961278,74717
6984,1771565294416962921,1540
6985,1771565294416982582,5668
6986,1771565294417097315,76126
6987,1771565294417099018,1591
6988,1771565294417191433,77763
6989,1771565294417197388,5844
6990,1771565294417208972,5539
6991,1771565294417253748,5805
6992,1771565294417376574,82197
6993,1771565294417378706,2000
6994,1771565294417389595,7774
6995,1771565294417500321,70308
6996,1771565294417509941,9448
6997,1771565294417532532,9927
6998,1771565294417640387,73134
6999,1771565294417642458,1967
7000,1771565294417663297,5819
7001,1771565294417779357,76602
7002,1771565294417781124,1667
7003,1771565294417877086,85319
7004,1771565294417878742,1551
7005,1771565294417890666,8467
7006,1771565294417931799,5526
7007,1771565294418051261,77285
7008,1771565294418052860,1482
7009,1771565294418140655,76187
7010,1771565294418146574,5789
7011,1771565294418158450,4752
7012,1771565294418203974,6238
7013,1771565294418322418,78524
7014,1771565294418328151,5622
7015,1771565294418339049,5024
7016,1771565294418453408,74502
7017,1771565294418459777,6273
7018,1771565294418546104,75487
7019,1771565294418551965,5750
7020,1771565294418566054,6963
7021,1771565294418609368,5391
7022,1771565294418730121,79165
7023,1771565294418731729,1494
7024,1771565294418753063,5696
7025,1771565294418876028,84331
7026,1771565294418884579,8442
7027,1771565294418885733,1071
7028,1771565294418982826,62823
7029,1771565294418984570,1646
7030,1771565294419053160,46177
7031,1771565294419054827,1562
7032,1771565294419166381,70941
7033,1771565294419168069,1592
7034,1771565294419187516,5608
7035,1771565294419298162,73659
7036,1771565294419299848,1578
7037,1771565294419384019,73168
7038,1771565294419385594,1481
7039,1771565294419405566,5291
7040,1771565294419448329,5235
7041,1771565294419559687,73997
7042,1771565294419565224,5430
7043,1771565294419646384,71330
7044,1771565294419651906,5403
7045,1771565294419666193,5957
7046,1771565294420493135,93260
7047,1771565294420495121,1840
7048,1771565294420511431,7320
7049,1771565294420626035,76360
7050,1771565294420632953,6796
7051,1771565294420645370,5140
7052,1771565294420759379,73196
7053,1771565294420761070,1585
7054,1771565294420782797,8639
7055,1771565294420900330,76092
7056,1771565294420901926,1495
7057,1771565294420916393,5480
7058,1771565294421027138,72713
7059,1771565294421028769,1528
7060,1771565294421043617,5337
7061,1771565294421159847,76790
7062,1771565294421161518,1557
7063,1771565294421174871,5318
7064,1771565294421287990,75023
7065,1771565294421293867,5747
7066,1771565294421303929,4775
7067,1771565294421415316,72875
7068,1771565294421416874,1420
7069,1771565294421431227,4811
7070,1771565294421544924,74968
7071,1771565294421550341,5310
7072,1771565294421560127,4505
7073,1771565294421671801,73412
7074,1771565294421673444,1551
7075,1771565294421691657,6457
7076,1771565294421811064,82467
7077,1771565294421815890,4705
7078,1771565294421824762,5142
7079,1771565294421937692,72531
7080,1771565294421942702,4938
7081,1771565294422115338,163004
7082,1771565294422116966,1479
7083,1771565294422121410,4388
7084,1771565294422122372,886
7085,1771565294422123267,833
7086,1771565294422161971,4242
7087,1771565294422263622,64049
7088,1771565294422265012,1284
7089,1771565294422289766,4858
7090,1771565294422391569,65243
7091,1771565294422392937,1244
7092,1771565294422413232,4571
7093,1771565294422512279,64572
7094,1771565294422513588,1222
7095,1771565294422587803,64189
7096,1771565294422589013,1109
7097,1771565294422606796,4619
7098,1771565294422646172,4339
7099,1771565294422745811,63535
7100,1771565294422750490,4567
7101,1771565294422770164,4711
7102,1771565294422875420,69081
7103,1771565294422876977,1458
7104,1771565294422939791,40825
7105,1771565294422947391,4754
7106,1771565294423093996,107732
7107,1771565294423099851,5679
7108,1771565294423113641,4510
7109,1771565294423218210,68105
7110,1771565294423219695,1393
7111,1771565294423244376,4680
7112,1771565294423349231,65762
7113,1771565294423354225,4897
7114,1771565294423376652,5171
7115,1771565294423482207,65509
7116,1771565294423483643,1324
7117,1771565294423508376,4655
7118,1771565294423613220,66947
7119,1771565294423620752,7441
7120,1771565294423639896,4760
7121,1771565294423746075,68312
7122,1771565294423750974,4794
7123,1771565294423763210,4542
7124,1771565294423877764,79163
7125,1771565294423879882,1874
7126,1771565294423899238,6661
7127,1771565294424029977,90561
7128,1771565294424031681,1590
7129,1771565294424036914,5173
7130,1771565294424143931,67482
7131,1771565294424145671,1641
7132,1771565294424171780,5882
7133,1771565294424285904,75722
7134,1771565294424291435,5430
7135,1771565294424308847,6614
7136,1771565294424418392,74290
7137,1771565294424424113,5599
7138,1771565294424438673,4826
7139,1771565294424554846,76083
7140,1771565294424560396,5439
7141,1771565294424578528,7726
7142,1771565294424690526,76004
7143,1771565294424692128,1478
7144,1771565294424778018,74686
7145,1771565294424779731,1605
7146,1771565294424799527,5489
7147,1771565294424846133,6859
7148,1771565294424958531,74974
7149,1771565294424965426,6786
7150,1771565294424979937,5244
7151,1771565294425096967,74967
7152,1771565294425098680,1615
7153,1771565294425115117,6369
7154,1771565294425229174,75306
7155,1771565294425236134,6867
7156,1771565294425249879,5073
7157,1771565294425365318,75131
7158,1771565294425371405,5966
7159,1771565294425384908,4806
7160,1771565294425498672,74751
7161,1771565294425500257,1472
7162,1771565294425518914,5958
7163,1771565294425636748,74995
7164,1771565294425638446,1577
7165,1771565294425661720,8214
7166,1771565294425776193,77608
7167,1771565294425777926,1619
7168,1771565294425797689,5872
7169,1771565294425899539,66439
7170,1771565294425905219,5578
7171,1771565294425930642,5137
7172,1771565294426046969,76325
7173,1771565294426048678,1600
7174,1771565294426138499,76810
7175,1771565294426144469,5834
7176,1771565294426229215,75510
7177,1771565294426230915,1585
7178,1771565294426252901,8018
7179,1771565294426294805,5541
7180,1771565294426341201,6119
7181,1771565294426503902,98199
7182,1771565294426506000,1996
7183,1771565294426507030,970
7184,1771565294426607657,63450
7185,1771565294426609266,1532
7186,1771565294426679322,46707
7187,1771565294426684695,5274
7188,1771565294426798618,72947
7189,1771565294426800244,1515
7190,1771565294426821982,5507
7191,1771565294426947649,86016
7192,1771565294426953402,5621
7193,1771565294426954554,1061
7194,1771565294427070668,71715
7195,1771565294427072220,1440
7196,1771565294427094581,5387
7197,1771565294427211691,77892
7198,1771565294427213366,1563
7199,1771565294427301125,77572
7200,1771565294427302834,1588
7201,1771565294427317603,5162
7202,1771565294427360443,5349
7203,1771565294427471812,74913
7204,1771565294427473386,1460
7205,1771565294427561798,76212
7206,1771565294427563461,1571
7207,1771565294427581196,5516
7208,1771565294427625448,5870
7209,1771565294427736756,74073
7210,1771565294427742237,5377
7211,1771565294427753748,5233
7212,1771565294427868121,75894
7213,1771565294427869788,1533
7214,1771565294427956398,76064
7215,1771565294427958019,1509
7216,1771565294427973221,5453
7217,1771565294428017015,5891
7218,1771565294428131022,72993
7219,1771565294428132553,1426
7220,1771565294428145202,4958
7221,1771565294428251683,70375
7222,1771565294428258411,6622
7223,1771565294428271247,4761
7224,1771565294428385381,75427
7225,1771565294428390650,5163
7226,1771565294428396907,4045
7227,1771565294428505210,70437
7228,1771565294428507716,2387
7229,1771565294428593778,74863
7230,1771565294428599006,5094
7231,1771565294428616751,9873
7232,1771565294428653235,5053
7233,1771565294428762746,72420
7234,1771565294428764314,1465
7235,1771565294428782357,5305
7236,1771565294428893688,75601
7237,1771565294428899145,5348
7238,1771565294428908478,5224
7239,1771565294429013936,68788
7240,1771565294429019506,5460
7241,1771565294429036208,5884
7242,1771565294429151577,73965
7243,1771565294429153226,1526
7244,1771565294429166894,5645
7245,1771565294429292024,85743
7246,1771565294429293604,1478
7247,1771565294429299406,5150
7248,1771565294429409254,71809
7249,1771565294429410942,1554
7250,1771565294429432175,5814
7251,1771565294429542883,75298
7252,1771565294429545619,2644
7253,1771565294429561860,5994
7254,1771565294429676063,76903
7255,1771565294429677804,1643
7256,1771565294429691640,5205
7257,1771565294429845084,90337
7258,1771565294429850714,5499
7259,1771565294429851831,1042
7260,1771565294429952022,65911
7261,1771565294429957483,5351
7262,1771565294429980918,6284
7263,1771565294430097795,79695
7264,1771565294430100528,2632
7265,1771565294430190625,78787
7266,1771565294430192329,1566
7267,1771565294430212389,7193
7268,1771565294430252104,6492
7269,1771565294430370096,78971
7270,1771565294430375652,5459
7271,1771565294430386135,4949
7272,1771565294430506833,78194
7273,1771565294430513102,6125
7274,1771565294430525757,5012
7275,1771565294430753260,187941
7276,1771565294430759140,5746
7277,1771565294430760253,1025
7278,1771565294430764691,4376
7279,1771565294430765834,1059
7280,1771565294430771543,4393
7281,1771565294430886520,74196
7282,1771565294430892544,5902
7283,1771565294430910329,4867
7284,1771565294431031750,81534
7285,1771565294431038815,6928
7286,1771565294431046312,4800
7287,1771565294431153063,67495
7288,1771565294431154680,1518
7289,1771565294431182105,5161
7290,1771565294431296685,74917
7291,1771565294431298311,1532
7292,1771565294431318822,5436
7293,1771565294431433431,75466
7294,1771565294431435085,1561
7295,1771565294431456258,5745
7296,1771565294431569133,77757
7297,1771565294431570877,1638
7298,1771565294431642840,45836
7299,1771565294431644294,1363
7300,1771565294431753974,66619
7301,1771565294431759680,5584
7302,1771565294431782530,5196
7303,1771565294431896314,73859
7304,1771565294431897967,1555
7305,1771565294431916218,5935
7306,1771565294432034166,76394
7307,1771565294432035857,1581
7308,1771565294432055056,5277
7309,1771565294432170698,76137
7310,1771565294432176458,5662
7311,1771565294432191665,6483
7312,1771565294432318073,88424
7313,1771565294432323815,5616
7314,1771565294432324955,1056
7315,1771565294432423478,61305
7316,1771565294432425045,1466
7317,1771565294432501352,49218
7318,1771565294432508333,6861
7319,1771565294432605040,61967
7320,1771565294432606602,1461
7321,1771565294432674843,41895
7322,1771565294432676318,1379
7323,1771565294432797113,74756
7324,1771565294432798673,1465
7325,1771565294432817955,5269
7326,1771565294432941787,75779
7327,1771565294432943431,1535
7328,1771565294432965089,6534
7329,1771565294433169520,166212
7330,1771565294433831362,89291
7331,1771565294433837264,5802
7332,1771565294433844284,4723
7333,1771565294433955227,72208
7334,1771565294433960862,5533
7335,1771565294433976460,5134
7336,1771565294434092557,78493
7337,1771565294434094216,1564
7338,1771565294434106575,5383
7339,1771565294434206548,63344
7340,1771565294434208129,1490
7341,1771565294434235349,5362
7342,1771565294434354110,75796
7343,1771565294434355684,1489
7344,1771565294434366204,4862
7345,1771565294434475709,72094
7346,1771565294434478271,2455
7347,1771565294434490405,4731
7348,1771565294434602513,75242
7349,1771565294434608231,5621
7350,1771565294434614740,4356
7351,1771565294434717739,66732
7352,1771565294434719357,1502
7353,1771565294434739081,5031
7354,1771565294434847805,73794
7355,1771565294434849422,1520
7356,1771565294434862436,4842
7357,1771565294434970275,71441
7358,1771565294434971860,1488
7359,1771565294435057288,74730
7360,1771565294435062447,5047
7361,1771565294435068293,4117
7362,1771565294435110693,4755
7363,1771565294435209443,66278
7364,1771565294435211009,1429
7365,1771565294435233067,5357
7366,1771565294435350026,75280
7367,1771565294435355559,5433
7368,1771565294435368999,5489
7369,1771565294435484554,78410
7370,1771565294435486244,1585
7371,1771565294435495842,4718
7372,1771565294435613143,78833
7373,1771565294435618920,5663
7374,1771565294435625332,5677
7375,1771565294435731702,68193
7376,1771565294435733316,1488
7377,1771565294435756919,5403
7378,1771565294435867108,71259
7379,1771565294435868734,1523
7380,1771565294435884744,4820
7381,1771565294436008838,84881
7382,1771565294436010578,1621
7383,1771565294436015928,4694
7384,1771565294436119787,66278
7385,1771565294436121323,1423
7386,1771565294436145477,5083
7387,1771565294436253693,71022
7388,1771565294436255253,1447
7389,1771565294436272813,6361
7390,1771565294436442181,126710
7391,1771565294436444757,2418
7392,1771565294436464013,7829
7393,1771565294436580659,77505
7394,1771565294436582492,1700
7395,1771565294436600823,6011
7396,1771565294436715433,77382
7397,1771565294436721161,5621
7398,1771565294436734955,5074
7399,1771565294436851544,76020
7400,1771565294436853221,1549
7401,1771565294436944070,79640
7402,1771565294436949552,5366
7403,1771565294436960339,4713
7404,1771565294437002815,4776
7405,1771565294437121629,78061
7406,1771565294437123384,1640
7407,1771565294437215656,81024
7408,1771565294437221230,5453
7409,1771565294437228103,4455
7410,1771565294437274176,5421
7411,1771565294437397100,81634
7412,1771565294437402861,5650
7413,1771565294437410226,4950
7414,1771565294437523442,72570
7415,1771565294437525134,1584
7416,1771565294437550597,5629
7417,1771565294437667636,77340
7418,1771565294437669308,1528
7419,1771565294437759917,77718
7420,1771565294437765452,5400
7421,1771565294437782153,7996
7422,1771565294437826202,5954
7423,1771565294437946897,81501
7424,1771565294437952774,5761
7425,1771565294437960965,4719
7426,1771565294438100753,98287
7427,1771565294438103250,2383
7428,1771565294438104462,1136
7429,1771565294438200654,56250
7430,1771565294438202633,1860
7431,1771565294438316316,72312
7432,1771565294438317943,1500
7433,1771565294438344940,6405
7434,1771565294438463214,78342
7435,1771565294438464856,1521
7436,1771565294438556520,80474
7437,1771565294438558281,1678
7438,1771565294438575694,5538
7439,1771565294438631253,18823
7440,1771565294438724681,63947
7441,1771565294438727720,2941
7442,1771565294438812184,59217
7443,1771565294438814475,2139
7444,1771565294438909741,57632
7445,1771565294438915580,5740
7446,1771565294438996736,53091
7447,1771565294438999086,2207
7448,1771565294439121315,82325
7449,1771565294439124031,2573
7450,1771565294439160212,15523
7451,1771565294439288667,95737
7452,1771565294439292398,3584
7453,1771565294439304178,11675
7454,1771565294439340852,9864
7455,1771565294439470976,85554
7456,1771565294439472841,1723
7457,1771565294439486318,5489
7458,1771565294439599890,75084
7459,1771565294439605907,5871
7460,1771565294439692745,77521
7461,1771565294439694378,1529
7462,1771565294439755507,17451
7463,1771565294439783112,7698
7464,1771565294439825666,5435
7465,1771565294439941373,76476
7466,1771565294439943997,2502
7467,1771565294439958506,5214
7468,1771565294440080426,75120
7469,1771565294440082040,1514
7470,1771565294440099446,5700
7471,1771565294440211297,74631
7472,1771565294440217270,5858
7473,1771565294440230367,4779
7474,1771565294440344380,76583
7475,1771565294440345978,1476
7476,1771565294440360425,5793
7477,1771565294440486293,87481
7478,1771565294440492237,5817
7479,1771565294440493359,1039
7480,1771565294440617702,83211
7481,1771565294440619432,1629
7482,1771565294440632502,5721
7483,1771565294440761384,77572
7484,1771565294440763048,1565
7485,1771565294440781254,6005
7486,1771565294440899532,78430
7487,1771565294440901359,1717
7488,1771565294440924430,5283
7489,1771565294441041670,77328
7490,1771565294441043255,1488
7491,1771565294441134186,79792
7492,1771565294441136070,1762
7493,1771565294441149449,5975
7494,1771565294441193597,4827
7495,1771565294441308803,76188
7496,1771565294441310520,1612
7497,1771565294441329155,5241
7498,1771565294441444574,76480
7499,1771565294441452000,7316
7500,1771565294441462599,5248
7501,1771565294441583617,80716
7502,1771565294441589066,5339
7503,1771565294441599734,7548
7504,1771565294441717359,79403
7505,1771565294441718993,1522
7506,1771565294441745651,5789
7507,1771565294441860379,76131
7508,1771565294441863178,2701
7509,1771565294441881698,5715
7510,1771565294441998359,76704
7511,1771565294442001397,2928
7512,1771565294442070938,47075
7513,1771565294442072433,1399
7514,1771565294442353616,237361
7515,1771565294442355660,1885
7516,1771565294442356589,860
7517,1771565294442361869,5220
7518,1771565294442362905,953
7519,1771565294442365829,2856
7520,1771565294442375747,6856
7521,1771565294442483113,68648
7522,1771565294442488718,5501
7523,1771565294442510803,7149
7524,1771565294442624788,73143
7525,1771565294442626446,1537
7526,1771565294442692280,42022
7527,1771565294442698856,4902
7528,1771565294442797996,61605
7529,1771565294442803119,5000
7530,1771565294442867214,43711
7531,1771565294442872316,5003
7532,1771565294442979128,67791
7533,1771565294442984224,4977
7534,1771565294443003850,5786
7535,1771565294443170979,107278
7536,1771565294443173091,1951
7537,1771565294443174079,924
7538,1771565294443241873,44570
7539,1771565294443255838,5149
7540,1771565294443367123,72424
7541,1771565294443368764,1535
7542,1771565294443389101,4932
7543,1771565294443500386,72865
7544,1771565294443501923,1410
7545,1771565294443578102,52220
7546,1771565294443579436,1249
7547,1771565294443682539,64447
7548,1771565294443684111,1499
7549,1771565294443708698,4976
7550,1771565294443817303,71823
7551,1771565294443823354,5941
7552,1771565294443837121,4617
7553,1771565294443942316,69908
7554,1771565294443943881,1440
7555,1771565294443962909,4779
7556,1771565294444081948,82193
7557,1771565294444084526,2489
7558,1771565294444085529,944
7559,1771565294444190649,66496
7560,1771565294444192180,1435
7561,1771565294444215944,5258
7562,1771565294444325695,73387
7563,1771565294444327316,1518
7564,1771565294444352055,5015
7565,1771565294444458317,70412
7566,1771565294444465000,6602
7567,1771565294444488036,5591
7568,1771565294444598812,74467
7569,1771565294444604190,5260
7570,1771565294444688322,74011
7571,1771565294444689930,1474
7572,1771565294444709922,7227
7573,1771565294444752669,5596
7574,1771565294444863792,74102
7575,1771565294444869393,5479
7576,1771565294444883915,6226
7577,1771565294444995601,73516
7578,1771565294444997199,1467
7579,1771565294445016621,5951
7580,1771565294445129199,75134
7581,1771565294445130872,1527
7582,1771565294445153018,5139
7583,1771565294445262771,72821
7584,1771565294445264371,1484
7585,1771565294445281906,4950
7586,1771565294445393221,73162
7587,1771565294445394874,1538
7588,1771565294445414233,5326
7589,1771565294445527446,74827
7590,1771565294445529096,1549
7591,1771565294445545063,5375
7592,1771565294445665600,80896
7593,1771565294445671276,5554
7594,1771565294445683418,5145
7595,1771565294445809883,76625
7596,1771565294445815603,5620
7597,1771565294445904659,78431
7598,1771565294445907674,2937
7599,1771565294445923451,5746
7600,1771565294445970491,6800
7601,1771565294446096525,80130
7602,1771565294446102453,5852
7603,1771565294446113184,5272
7604,1771565294446224419,72028
7605,1771565294446230432,5908
7606,1771565294446250365,5673
7607,1771565294446386955,99689
7608,1771565294446406437,19294
7609,1771565294446408398,1867
7610,1771565294446529705,75042
7611,1771565294446536686,6854
7612,1771565294446550413,5036
7613,1771565294446666040,74895
7614,1771565294446673579,7415
7615,1771565294446687873,5030
7616,1771565294446808575,80320
7617,1771565294446810320,1642
7618,1771565294446825754,5244
7619,1771565294446941181,76659
7620,1771565294446942811,1531
7621,1771565294446971680,5818
7622,1771565294447090025,78751
7623,1771565294447091693,1572
7624,1771565294447118359,5748
7625,1771565294447236059,78971
7626,1771565294447237790,1592
7627,1771565294447326572,77686
7628,1771565294447328333,1620
7629,1771565294447417632,77259
7630,1771565294447419327,1582
7631,1771565294447435749,5356
7632,1771565294447482412,5318
7633,1771565294447530317,6461
7634,1771565294447638370,71839
7635,1771565294447643518,5050
7636,1771565294447726408,72591
7637,1771565294447727820,1315
7638,1771565294447815212,75228
7639,1771565294447820364,5043
7640,1771565294447843016,4644
7641,1771565294447888543,4702
7642,1771565294447972053,43831
7643,1771565294447980751,4812
7644,1771565294448092936,69573
7645,1771565294448094304,1215
7646,1771565294448124932,8144
7647,1771565294448233002,71224
7648,1771565294448238062,4959
7649,1771565294448257463,4865
7650,1771565294448371386,73679
7651,1771565294448376408,4910
7652,1771565294448401876,4656
7653,1771565294448513473,71911
7654,1771565294448514854,1283
7655,1771565294448536646,5063
7656,1771565294448649332,70701
7657,1771565294448650832,1388
7658,1771565294448723771,46472
7659,1771565294448725124,1240
7660,1771565294448831048,64034
7661,1771565294448836082,4937
7662,1771565294448860062,4856
7663,1771565294448973648,72782
7664,1771565294448978540,4779
7665,1771565294448995374,4577
7666,1771565294449105595,69988
7667,1771565294449107097,1404
7668,1771565294449137364,7796
7669,1771565294449246074,71870
7670,1771565294449251332,5152
7671,1771565294449268405,4809
7672,1771565294449380424,71771
7673,1771565294449381875,1349
7674,1771565294449405373,5053
7675,1771565294449514317,70964
7676,1771565294449519514,5087
7677,1771565294449583697,39909
7678,1771565294449595244,4846
7679,1771565294449757201,109659
7680,1771565294449767042,1890
7681,1771565294450298266,77343
7682,1771565294450299796,1426
7683,1771565294450381528,70112
7684,1771565294450386418,4796
7685,1771565294450402628,4502
7686,1771565294450446189,4680
7687,1771565294450551792,67829
7688,1771565294450556779,4887
7689,1771565294450574553,4991
